emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees,delinquency_category,loan_size,dti_category,credit_utilization_percent,credit_utilization_category,loan_quality,is_bad_loan,income_group,credit_history_years,term_category
receiving_clerk,8,CT,mortgage,28000.0,verified,12.73,0.0,not_applicable,0.0,0,2014,0,5,4,114298,10454,0,0,0,0,0,2,24.0,4,0,0,3,11200,3,3,3,2,100.0,0,0,credit_card,individual,6000,36,13.58,203.85,C,C2,2018-03-01,current,whole,DirectPay,5587.52,602.5,412.48,190.02,0.0,Never Late,Medium Loan,Low Risk,9.146266776321546,Low,Good Loan,0,Low Income,12,Short Term
assistant_state_attorney,10,FL,mortgage,99000.0,verified,15.65,0.0,not_applicable,0.0,1,1990,1,24,9,373444,37917,1,0,0,55,1,2,11.0,9,0,0,4,32400,10,6,5,5,88.0,0,0,debt_consolidation,individual,20000,60,12.61,451.08,C,C1,2018-03-01,current,whole,Cash,19269.64,1325.22,730.36,594.86,0.0,Late (0-12 Months),Large Loan,Low Risk,10.15332954874091,Low,Good Loan,0,Middle Income,36,Long Term
owner,5,MA,mortgage,100000.0,source verified,14.76,0.0,not_applicable,0.0,0,2001,2,24,13,320305,299854,0,0,0,0,7,3,3.0,13,0,0,5,23600,8,5,5,4,91.7,0,0,debt_consolidation,individual,16000,60,13.58,368.82,C,C2,2018-03-01,current,whole,Cash,15430.34,1082.32,569.66,512.66,0.0,Late (37-60 Months),Large Loan,Low Risk,93.6151480620034,High,Good Loan,0,High Income,25,Long Term
pharmacist,5,IL,mortgage,80000.0,source verified,15.38,0.0,not_applicable,0.0,0,1995,2,31,16,179880,55452,0,0,0,0,2,6,4.0,16,0,0,4,55100,14,13,4,4,100.0,0,0,debt_consolidation,individual,40000,36,7.97,1252.91,A,A5,2018-01-01,current,whole,Cash,36011.51,4993.93,3988.49,1005.44,0.0,Never Late,Very Large Loan,Low Risk,30.827218145430287,Medium,Good Loan,0,Middle Income,31,Short Term
maintenance,1,CO,mortgage,78000.0,not verified,3.15,0.0,not_applicable,0.0,0,2013,3,8,6,6900,6037,0,0,0,0,0,0,1.0,6,0,0,4,5000,6,6,5,0,100.0,0,0,credit_card,individual,18000,36,19.42,663.64,D,D3,2018-03-01,current,whole,Cash,16864.81,1971.5,1135.19,836.31,0.0,Never Late,Large Loan,Low Risk,87.4927536231884,High,Good Loan,0,Middle Income,13,Short Term
merchandiser,1,FL,rent,28000.0,source verified,17.83,0.0,not_applicable,0.0,0,2006,2,14,11,25122,13244,0,1,0,0,1,9,2.0,11,0,0,3,5300,11,10,5,0,92.9,0,1,credit_card,individual,2800,36,13.59,95.15,C,C2,2018-02-01,current,whole,Cash,2541.9,378.49,258.1,120.39,0.0,Late (13-36 Months),Small Loan,Low Risk,52.718732584985275,Medium,Good Loan,0,Low Income,20,Short Term
operations_manager,3,MI,mortgage,72000.0,not verified,18.2,0.0,not_applicable,0.0,0,2000,0,34,14,116600,27793,0,0,0,0,1,0,6.0,14,0,0,6,26400,16,12,9,3,97.1,0,0,credit_card,individual,12000,36,6.72,369.0,A,A3,2018-01-01,current,whole,Cash,10474.0,1836.04,1526.0,310.04,0.0,Never Late,Medium Loan,Low Risk,23.836192109777016,Low,Good Loan,0,Middle Income,26,Short Term
teacher_and_retired_administrator,10,VA,mortgage,100000.0,source verified,23.2,0.0,not_applicable,0.0,2,2001,0,27,17,265261,77758,0,0,0,0,2,2,6.0,17,0,0,5,37900,18,14,9,2,84.6,0,0,debt_consolidation,individual,30000,36,20.39,1120.88,D,D4,2018-03-01,current,whole,Cash,28135.28,3294.67,1864.72,1429.95,0.0,Never Late,Very Large Loan,Moderate Risk,29.313770211225926,Low,Good Loan,0,High Income,25,Short Term
pharmacy_buyer,10,IL,mortgage,65500.0,verified,18.71,0.0,not_applicable,0.0,0,2006,5,27,18,216198,28919,0,1,0,0,1,7,8.0,18,0,0,5,16700,20,16,11,3,100.0,0,1,credit_card,individual,16000,36,12.62,536.18,C,C1,2018-01-01,current,whole,Cash,14121.33,2669.68,1878.67,791.01,0.0,Never Late,Large Loan,Low Risk,13.376164441854227,Low,Good Loan,0,Middle Income,20,Short Term
not_provided,0,AR,mortgage,65000.0,not verified,32.96,0.0,not_applicable,0.0,0,2009,2,19,17,344593,57334,0,1,0,0,3,7,7.0,17,0,0,7,59200,14,13,9,1,100.0,0,1,credit_card,individual,20000,36,18.45,727.58,D,D2,2018-03-01,current,whole,Cash,18720.28,2141.74,1279.72,862.02,0.0,Never Late,Large Loan,Moderate Risk,16.63817895314182,Low,Good Loan,0,Middle Income,17,Short Term
experienced_associate,3,NY,rent,120000.0,not verified,7.89,181000.0,Not Verified,5.68,0,2008,0,26,15,141500,43881,0,0,0,0,9,3,23.0,15,0,0,3,104500,8,6,3,0,100.0,0,0,debt_consolidation,joint,20000,60,7.34,399.25,A,A4,2018-02-01,current,whole,Cash,19164.16,1189.59,835.84,353.75,0.0,Never Late,Large Loan,Low Risk,31.0113074204947,Medium,Good Loan,0,High Income,18,Long Term
account_manager,8,KS,rent,67000.0,not verified,11.05,0.0,not_applicable,0.0,0,2004,2,29,13,56000,19860,0,0,0,0,1,6,10.0,13,0,0,4,34400,22,12,5,0,100.0,0,0,debt_consolidation,individual,16000,60,16.02,389.26,C,C5,2018-01-01,current,whole,Cash,15097.93,1896.46,902.07,994.39,0.0,Never Late,Large Loan,Low Risk,35.464285714285715,Medium,Good Loan,0,Middle Income,22,Long Term
estimating_manager,1,FL,mortgage,85000.0,source verified,28.23,0.0,not_applicable,0.0,1,1999,0,20,11,287381,52201,0,0,0,0,2,0,6.0,11,0,0,6,39900,11,8,8,4,95.0,0,0,debt_consolidation,individual,12800,60,15.04,304.78,C,C4,2018-03-01,current,whole,Cash,12361.49,903.64,438.51,465.13,0.0,Late (13-36 Months),Medium Loan,Moderate Risk,18.164388042354922,Low,Good Loan,0,Middle Income,27,Long Term
maintenance_worker_ii,10,WA,rent,68000.0,verified,19.94,0.0,not_applicable,0.0,0,2003,0,23,7,67500,48135,0,0,0,0,2,2,13.0,7,0,0,1,12200,8,5,2,3,87.0,0,0,home_improvement,individual,30000,60,25.81,894.85,E,E4,2018-03-01,current,fractional,Cash,29234.98,2641.53,765.02,1876.51,0.0,Late (37-60 Months),Very Large Loan,Low Risk,71.31111111111112,High,Good Loan,0,Middle Income,23,Long Term
laborer,10,MI,mortgage,55000.0,not verified,26.45,135000.0,Not Verified,17.63,0,2001,3,30,13,208940,44969,0,0,0,0,3,2,5.0,13,0,0,4,41100,19,9,6,3,100.0,0,0,debt_consolidation,joint,13650,60,13.58,314.65,C,C2,2018-03-01,current,whole,Cash,13164.01,933.65,485.99,447.66,0.0,Never Late,Medium Loan,Moderate Risk,21.52244663539772,Low,Good Loan,0,Middle Income,25,Long Term
general_manager,5,PA,rent,45000.0,not verified,15.91,0.0,not_applicable,0.0,0,2007,1,14,7,69770,14936,0,0,0,0,1,3,10.0,7,0,0,5,56600,11,6,5,0,83.3,0,0,debt_consolidation,individual,7000,36,5.32,210.81,A,A1,2018-01-01,current,whole,DirectPay,6093.1,1036.47,906.9,129.57,0.0,Late (60+ Months),Medium Loan,Low Risk,21.407481725670056,Low,Good Loan,0,Low Income,19,Short Term
president,10,NV,own,143000.0,verified,29.31,0.0,not_applicable,0.0,0,1998,3,28,12,677151,116640,0,0,0,0,3,2,1.0,12,0,0,7,121200,17,8,7,1,100.0,0,0,house,individual,20000,36,10.42,649.3,B,B3,2018-01-01,charged off,fractional,Cash,0.0,1918.96,1439.33,479.63,0.0,Never Late,Large Loan,Moderate Risk,17.225109318305666,Low,Good Loan,0,High Income,28,Short Term
guidance_counselor,4,MD,rent,52537.0,not verified,10.87,0.0,not_applicable,0.0,0,2008,1,15,12,97250,76057,0,0,0,1442,8,2,0.0,12,0,0,1,16100,6,4,1,0,100.0,0,0,credit_card,individual,7000,36,15.05,242.83,C,C4,2018-01-01,current,whole,Cash,6045.93,1358.3,954.07,404.23,0.0,Never Late,Medium Loan,Low Risk,78.20771208226222,High,Good Loan,0,Middle Income,18,Short Term
claims_analyst,6,NC,own,80000.0,verified,18.67,152000.0,Source Verified,21.75,0,2000,1,40,9,333011,30488,0,0,0,0,1,5,2.0,9,0,0,2,29900,23,7,2,3,100.0,0,0,home_improvement,joint,25000,36,6.71,768.62,A,A3,2018-03-01,current,fractional,Cash,23738.83,1546.56,1261.17,285.39,0.0,Never Late,Large Loan,Low Risk,9.155253129776494,Low,Good Loan,0,Middle Income,26,Short Term
foreman,10,VA,mortgage,80000.0,source verified,5.3,160000.0,Source Verified,12.36,0,1998,1,13,10,174200,13778,0,0,0,0,1,1,4.0,10,0,0,1,46600,11,8,2,1,92.3,0,0,home_improvement,joint,36000,36,7.96,1127.45,A,A5,2018-03-01,current,fractional,Cash,34216.81,2223.06,1783.19,439.87,0.0,Never Late,Very Large Loan,Low Risk,7.909299655568312,Low,Good Loan,0,Middle Income,28,Short Term
quality_assurance,8,PA,own,32000.0,source verified,35.75,0.0,not_applicable,0.0,0,2009,9,9,4,61776,53252,0,0,0,0,2,1,7.0,4,0,0,1,13500,2,2,1,0,77.8,0,0,debt_consolidation,individual,15000,60,20.39,400.68,D,D4,2018-03-01,current,whole,Cash,14705.91,784.37,294.09,490.28,0.0,Late (60+ Months),Large Loan,High Risk,86.2017612017612,High,Good Loan,0,Low Income,17,Long Term
director_of_parent_and_school_community,10,NY,rent,80000.0,not verified,20.34,0.0,not_applicable,0.0,0,2000,0,13,4,48000,32309,0,0,0,0,1,1,15.0,4,0,0,2,10700,10,3,2,0,100.0,0,0,credit_card,individual,15000,36,9.44,480.08,B,B1,2018-02-01,current,fractional,Cash,13534.5,1904.59,1465.5,439.09,0.0,Never Late,Large Loan,Moderate Risk,67.31041666666667,Medium,Good Loan,0,Middle Income,26,Short Term
customer_service_rep,9,IL,mortgage,28000.0,verified,43.38,100500.0,Verified,22.1,0,2005,4,19,10,205026,34660,0,1,0,0,3,4,4.0,10,0,0,3,20500,5,5,5,4,100.0,0,1,credit_card,joint,30000,60,16.01,729.71,C,C5,2018-03-01,current,whole,Cash,29336.68,1432.74,663.32,769.42,0.0,Never Late,Very Large Loan,High Risk,16.90517300244847,Low,Good Loan,0,Low Income,21,Long Term
paralegal,10,NY,mortgage,78000.0,not verified,11.15,0.0,not_applicable,0.0,0,1995,1,26,9,452073,20457,0,1,0,0,1,5,2.0,8,0,0,2,13000,21,7,5,2,100.0,0,1,credit_card,individual,15000,36,10.42,486.98,B,B3,2018-01-01,current,whole,Cash,13185.1,2417.53,1814.9,602.63,0.0,Never Late,Large Loan,Low Risk,4.5251541233384875,Low,Good Loan,0,Middle Income,31,Short Term
community_health_public_health_rn,10,OR,own,70000.0,not verified,17.93,0.0,not_applicable,0.0,0,1995,0,29,15,119390,30256,0,0,0,0,2,7,16.0,15,0,0,4,80400,26,13,4,0,96.6,0,0,debt_consolidation,individual,27000,36,6.72,830.23,A,A3,2018-01-01,current,fractional,Cash,23566.61,4141.07,3433.39,707.68,0.0,Never Late,Large Loan,Low Risk,25.342155959460595,Low,Good Loan,0,Middle Income,31,Short Term
loan_officer,2,AZ,rent,37500.0,not verified,12.71,0.0,not_applicable,0.0,1,2012,1,16,9,32950,12109,0,0,0,0,1,3,4.0,9,0,0,4,12000,10,8,7,2,100.0,0,0,credit_card,individual,3100,36,12.61,103.87,C,C1,2018-03-01,current,whole,Cash,2883.86,309.44,216.14,93.3,0.0,Never Late,Small Loan,Low Risk,36.749620637329286,Medium,Good Loan,0,Low Income,14,Short Term
office_administrator,9,CA,own,47611.2,verified,20.09,0.0,not_applicable,0.0,0,2002,0,17,12,51014,42264,0,0,0,0,2,4,14.0,12,0,0,6,26000,13,10,8,0,100.0,0,0,debt_consolidation,individual,11200,60,20.39,299.17,D,D4,2018-03-01,current,whole,Cash,10867.83,884.82,332.17,552.65,0.0,Never Late,Medium Loan,Moderate Risk,82.84784568941859,High,Good Loan,0,Low Income,24,Long Term
logistics,10,FL,mortgage,89000.0,not verified,16.53,0.0,not_applicable,0.0,1,1993,1,15,5,70047,52626,0,0,0,0,2,2,10.0,5,0,0,2,5800,3,3,2,2,73.3,0,0,debt_consolidation,individual,10000,60,20.39,267.12,D,D4,2018-02-01,current,whole,Cash,9601.16,1045.82,398.84,646.98,0.0,Late (13-36 Months),Medium Loan,Low Risk,75.1295558696304,High,Good Loan,0,Middle Income,33,Long Term
production_associate,2,AZ,rent,42000.0,source verified,38.2,0.0,not_applicable,0.0,0,1997,0,9,6,61475,43053,0,0,0,0,1,0,23.0,6,0,0,2,28000,5,5,4,2,100.0,0,0,debt_consolidation,individual,10000,60,17.09,249.01,D,D1,2018-01-01,current,whole,Cash,9451.63,1226.06,548.37,677.69,0.0,Never Late,Medium Loan,High Risk,70.03334688897927,High,Good Loan,0,Low Income,29,Long Term
professor_staff,3,FL,mortgage,60200.0,verified,20.16,0.0,not_applicable,0.0,0,1991,0,22,10,383433,119360,0,0,0,0,2,4,16.0,10,0,0,3,19400,12,7,4,1,86.4,0,0,debt_consolidation,individual,19000,36,10.41,616.75,B,B3,2018-03-01,current,whole,Cash,18092.23,1211.52,907.77,303.75,0.0,Late (60+ Months),Large Loan,Moderate Risk,31.12929768694922,Medium,Good Loan,0,Middle Income,35,Short Term
billing_clerk,2,TX,own,32000.0,not verified,33.05,0.0,not_applicable,0.0,0,1996,3,49,24,62900,18973,0,0,0,264,1,5,1.0,24,0,0,10,31300,45,23,14,0,100.0,0,0,debt_consolidation,individual,15000,36,7.96,469.77,A,A5,2018-02-01,current,whole,Cash,13881.81,1402.68,1118.19,284.49,0.0,Never Late,Large Loan,Moderate Risk,30.1637519872814,Medium,Good Loan,0,Low Income,30,Short Term
engineer,10,CA,mortgage,140000.0,not verified,17.35,0.0,not_applicable,0.0,0,1998,10,43,26,617072,79804,0,0,0,0,4,11,1.0,26,0,0,10,148100,27,20,10,2,97.6,0,0,other,individual,19425,60,12.62,438.21,C,C1,2018-02-01,fully paid,whole,Cash,0.0,19844.0710927972,19425.0,419.07,0.0,Late (37-60 Months),Large Loan,Low Risk,12.93268856794669,Low,Good Loan,0,High Income,28,Long Term
shop_manager,3,SC,mortgage,45000.0,source verified,25.22,0.0,not_applicable,0.0,1,2000,0,21,9,233215,30879,0,0,0,0,1,2,17.0,9,0,0,2,17500,17,7,2,1,61.9,0,0,debt_consolidation,individual,15000,36,11.99,498.15,B,B5,2018-01-01,current,whole,DirectPay,13225.26,2542.22,1774.74,767.48,0.0,Late (13-36 Months),Large Loan,Moderate Risk,13.240572004373647,Low,Good Loan,0,Low Income,26,Short Term
patient_access,5,CT,rent,65000.0,verified,12.44,0.0,not_applicable,0.0,0,1999,2,19,14,56935,24549,0,0,0,0,0,5,4.0,14,0,0,8,17200,15,13,13,2,94.7,0,0,credit_card,individual,30000,60,11.98,667.04,B,B5,2018-03-01,current,whole,DirectPay,28886.33,2020.6,1113.67,906.93,0.0,Late (13-36 Months),Very Large Loan,Low Risk,43.117590234477916,Medium,Good Loan,0,Middle Income,27,Long Term
teacher,3,CT,own,62000.0,verified,11.79,0.0,not_applicable,0.0,0,2010,16,17,12,310682,77257,0,0,0,0,2,6,5.0,12,0,0,2,12300,11,8,4,2,94.1,0,0,debt_consolidation,individual,20000,36,18.06,723.66,D,D2,2018-01-01,current,whole,Cash,17822.13,3578.17,2177.87,1400.3,0.0,Late (13-36 Months),Large Loan,Low Risk,24.866905710662348,Low,Good Loan,0,Middle Income,16,Short Term
not_provided,0,UT,rent,75000.0,source verified,20.05,0.0,not_applicable,0.0,0,2007,0,24,14,124498,74106,0,2,0,0,3,10,15.0,14,0,0,5,34800,12,10,6,0,95.5,2,0,medical,individual,15000,36,9.93,483.52,B,B2,2018-01-01,current,fractional,Cash,13173.04,2409.32,1826.96,582.36,0.0,Never Late,Large Loan,Moderate Risk,59.52384777265498,Medium,Good Loan,0,Middle Income,19,Short Term
science_teacher,10,CA,mortgage,125000.0,source verified,24.22,205000.0,Not Verified,20.39,0,2005,2,19,13,547888,108069,0,1,0,0,7,5,2.0,13,0,0,1,11500,5,5,3,2,94.7,0,1,small_business,joint,6000,36,11.99,199.26,B,B5,2018-01-01,current,whole,Cash,5289.39,992.3,710.61,281.69,0.0,Never Late,Medium Loan,Moderate Risk,19.72465175364308,Low,Good Loan,0,High Income,21,Short Term
sr_scientist,3,MA,rent,115000.0,verified,18.12,0.0,not_applicable,0.0,0,2005,2,45,25,120497,57050,0,0,0,0,2,6,3.0,25,0,0,8,48800,39,23,14,0,100.0,0,0,credit_card,individual,14000,60,13.58,322.72,C,C2,2018-03-01,current,whole,Cash,13501.53,904.8,498.47,406.33,0.0,Never Late,Medium Loan,Low Risk,47.34557706830876,Medium,Good Loan,0,High Income,21,Long Term
consulting_business_consultant,3,MA,mortgage,126000.0,source verified,6.57,0.0,not_applicable,0.0,0,1996,0,12,6,379645,42373,0,0,0,0,2,2,24.0,6,0,0,1,21000,3,3,1,2,100.0,0,0,home_improvement,individual,15000,36,5.32,451.73,A,A1,2018-01-01,current,whole,Cash,13448.8,1802.49,1551.2,251.29,0.0,Never Late,Large Loan,Low Risk,11.16121639953114,Low,Good Loan,0,High Income,30,Short Term
restaurant_manager,10,VA,rent,60000.0,not verified,16.1,0.0,not_applicable,0.0,0,1999,1,21,13,56278,16417,0,0,0,0,7,2,0.0,13,0,0,3,16000,10,6,4,0,100.0,0,0,credit_card,individual,20000,60,10.41,428.99,B,B3,2018-03-01,current,whole,DirectPay,19226.86,1263.84,773.14,490.7,0.0,Never Late,Large Loan,Low Risk,29.171256974306125,Low,Good Loan,0,Middle Income,27,Long Term
maintenance_hvac_tech,3,MD,rent,46000.0,source verified,19.43,0.0,not_applicable,0.0,0,2007,7,6,4,34861,23323,0,0,0,1270,2,3,0.0,4,0,0,0,2000,2,2,1,0,83.3,0,0,other,individual,7000,36,15.05,242.83,C,C4,2018-01-01,current,fractional,Cash,6205.12,1208.3,794.88,413.42,0.0,Never Late,Medium Loan,Low Risk,66.9028427182238,Medium,Good Loan,0,Low Income,19,Short Term
president,7,CA,mortgage,75000.0,not verified,21.04,137000.0,Not Verified,17.39,0,2004,3,33,15,464904,43934,0,0,0,0,2,10,3.0,15,0,0,3,65900,24,12,5,6,100.0,0,0,medical,joint,20000,36,9.93,644.69,B,B2,2018-01-01,current,whole,Cash,16357.58,4277.93,3642.42,635.51,0.0,Never Late,Large Loan,Moderate Risk,9.4501230361537,Low,Good Loan,0,Middle Income,22,Short Term
not_provided,0,NY,mortgage,42000.0,source verified,26.2,0.0,not_applicable,0.0,0,2003,2,21,16,43700,23812,0,0,0,0,1,3,0.0,16,0,0,14,36400,18,15,15,0,100.0,0,0,vacation,individual,4900,36,18.06,177.3,D,D2,2018-02-01,current,whole,Cash,4476.33,699.37,423.67,275.7,0.0,Never Late,Small Loan,Moderate Risk,54.48970251716248,Medium,Good Loan,0,Low Income,23,Short Term
selector,1,FL,rent,51000.0,not verified,25.95,0.0,not_applicable,0.0,0,2005,9,23,11,83168,52765,0,0,0,9669,5,6,2.0,11,0,0,3,4900,8,6,5,0,90.9,0,0,debt_consolidation,individual,10000,36,21.45,379.07,D,D5,2018-02-01,current,whole,Cash,9176.98,1504.36,823.02,681.34,0.0,Never Late,Medium Loan,Moderate Risk,63.44387264332435,Medium,Good Loan,0,Middle Income,21,Short Term
director_of_business_affairs,5,CA,rent,120000.0,verified,7.52,190000.0,Verified,6.16,0,2010,3,9,6,51941,35039,0,0,0,0,1,2,8.0,6,0,0,3,10300,5,5,3,0,100.0,0,0,credit_card,joint,20000,36,7.34,620.66,A,A4,2018-03-01,current,whole,Cash,18495.85,1898.69,1504.15,394.54,0.0,Never Late,Large Loan,Low Risk,67.4592325908242,Medium,Good Loan,0,High Income,16,Short Term
data_entry,3,AZ,mortgage,50320.0,verified,27.39,0.0,not_applicable,0.0,0,1989,0,22,10,143396,38728,0,0,0,0,1,4,14.0,10,0,0,5,44700,17,8,5,3,100.0,0,0,home_improvement,individual,6000,36,11.98,199.23,B,B5,2018-03-01,current,whole,Cash,5577.82,593.7,422.18,171.52,0.0,Never Late,Medium Loan,Moderate Risk,27.00772685430556,Low,Good Loan,0,Middle Income,37,Short Term
compliance_assurance_manager,2,MA,rent,104660.0,source verified,29.41,0.0,not_applicable,0.0,0,2003,0,27,13,133120,122126,0,0,0,0,3,8,6.0,13,0,0,6,23400,12,10,9,0,100.0,0,0,debt_consolidation,individual,35000,60,20.0,927.29,D,D4,2018-01-01,current,whole,Cash,33221.93,4558.67,1778.07,2780.6,0.0,Never Late,Very Large Loan,Moderate Risk,91.7412860576923,High,Good Loan,0,High Income,23,Long Term
registered_urse,10,NY,rent,130000.0,verified,36.58,0.0,not_applicable,0.0,0,2000,0,20,10,192256,123882,0,0,0,0,2,3,6.0,10,0,0,6,99600,14,6,6,0,100.0,0,0,debt_consolidation,individual,34450,36,13.59,1170.58,C,C2,2018-02-01,current,whole,Cash,31274.83,4656.31,3175.17,1481.14,0.0,Never Late,Very Large Loan,High Risk,64.4359603861518,Medium,Good Loan,0,High Income,26,Short Term
executive_director,3,TX,mortgage,114000.0,not verified,17.8,0.0,not_applicable,0.0,0,2007,2,19,8,248571,78033,0,0,0,0,2,4,10.0,8,0,0,2,9400,6,5,5,1,89.5,0,0,debt_consolidation,individual,16000,36,16.02,562.68,C,C5,2018-02-01,current,whole,Cash,14575.47,2236.48,1424.53,811.95,0.0,Late (60+ Months),Large Loan,Low Risk,31.392640332138505,Medium,Good Loan,0,High Income,19,Short Term
accounts_receivable,7,CA,rent,65000.0,verified,43.36,115000.0,Source Verified,31.63,0,2002,0,38,17,110322,65084,0,0,0,0,4,5,6.0,17,0,0,6,31100,32,13,10,0,100.0,0,0,debt_consolidation,joint,12000,36,20.0,445.97,D,D4,2018-03-01,current,whole,Cash,11249.72,1311.24,750.28,560.96,0.0,Never Late,Medium Loan,High Risk,58.99457950363482,Medium,Good Loan,0,Middle Income,24,Short Term
sr_cake_decorator,10,CA,mortgage,20000.0,verified,18.37,126570.0,Verified,13.79,0,1990,6,14,10,479716,8340,0,0,0,0,1,6,2.0,10,0,0,3,31800,8,7,5,5,100.0,0,0,debt_consolidation,joint,40000,60,9.44,838.91,B,B1,2018-01-01,current,whole,Cash,37337.22,4173.57,2662.78,1510.79,0.0,Never Late,Very Large Loan,Low Risk,1.738528629439085,Low,Good Loan,0,Low Income,36,Long Term
professor,5,CT,mortgage,107000.0,not verified,29.36,0.0,not_applicable,0.0,0,1998,4,57,14,225546,333531,0,0,0,0,4,7,2.0,14,0,0,2,28300,15,9,4,0,100.0,0,0,debt_consolidation,individual,34200,60,10.9,741.89,B,B4,2018-03-01,current,whole,Cash,32894.49,2204.96,1305.51,899.45,0.0,Never Late,Very Large Loan,Moderate Risk,147.8771514458248,High,Good Loan,0,High Income,28,Long Term
bartender,10,CA,rent,50000.0,not verified,22.14,0.0,not_applicable,0.0,0,1980,0,27,18,162144,42086,0,0,0,159,1,4,6.0,18,0,0,5,84800,21,17,9,0,100.0,0,0,credit_card,individual,11200,36,5.31,337.24,A,A1,2018-03-01,current,fractional,Cash,10132.15,1205.11,1067.85,137.26,0.0,Never Late,Medium Loan,Moderate Risk,25.955940398657983,Low,Good Loan,0,Middle Income,46,Short Term
teacher,10,NY,mortgage,145000.0,verified,6.75,0.0,not_applicable,0.0,0,1999,0,30,11,823636,53516,0,0,0,0,1,4,15.0,11,0,0,3,86000,18,7,3,4,93.3,0,0,debt_consolidation,individual,35000,36,5.32,1054.02,A,A1,2018-01-01,current,whole,Cash,30465.71,5327.0,4534.29,792.71,0.0,Late (60+ Months),Very Large Loan,Low Risk,6.497530462485855,Low,Good Loan,0,High Income,27,Short Term
lcdr,10,FL,rent,110000.0,not verified,38.82,0.0,not_applicable,0.0,0,2004,1,59,21,370117,181821,0,0,0,0,16,6,7.0,21,0,0,2,33400,10,4,4,4,100.0,0,0,credit_card,individual,6000,36,12.62,201.07,C,C1,2018-01-01,current,whole,Cash,5439.35,831.62,560.65,270.97,0.0,Never Late,Medium Loan,High Risk,49.125276601723236,Medium,Good Loan,0,High Income,22,Short Term
supervisor,10,NV,own,71000.0,source verified,2.2,0.0,not_applicable,0.0,0,2009,4,12,10,248635,8507,0,0,0,0,0,9,1.0,10,0,0,1,45200,9,9,2,1,100.0,0,0,other,individual,5000,36,15.04,173.43,C,C4,2018-03-01,current,fractional,Cash,4663.53,516.11,336.47,179.64,0.0,Never Late,Medium Loan,Low Risk,3.4214812878315604,Low,Good Loan,0,Middle Income,17,Short Term
safety_coordinator,0,TX,mortgage,85605.0,source verified,13.01,0.0,not_applicable,0.0,0,2007,1,26,17,104479,31678,0,0,0,0,1,9,8.0,17,0,0,5,69500,19,15,5,0,96.0,0,0,debt_consolidation,individual,16000,36,11.98,531.28,B,B5,2018-02-01,current,whole,Cash,14332.25,2114.47,1667.75,446.72,0.0,Never Late,Large Loan,Low Risk,30.319968606131376,Medium,Good Loan,0,Middle Income,19,Short Term
marketing,10,NC,mortgage,109000.0,source verified,21.78,0.0,not_applicable,0.0,0,1996,2,43,16,330904,72796,0,0,0,0,4,11,7.0,16,0,0,4,39300,32,11,7,1,97.7,0,0,debt_consolidation,individual,9000,36,9.44,288.05,B,B1,2018-02-01,current,whole,Cash,8120.69,1142.76,879.31,263.45,0.0,Never Late,Medium Loan,Moderate Risk,21.99912965693978,Low,Good Loan,0,High Income,30,Short Term
sonographer,10,TX,mortgage,60000.0,verified,11.68,100000.0,Verified,10.45,0,2000,0,26,11,77640,17763,0,0,0,0,0,3,6.0,11,0,0,3,10000,19,10,8,3,96.2,0,0,debt_consolidation,joint,26000,60,29.69,836.25,F,F2,2018-03-01,current,whole,Cash,25406.66,2422.98,593.34,1829.64,0.0,Never Late,Large Loan,Low Risk,22.878670788253476,Low,Good Loan,0,Middle Income,26,Long Term
bartender,3,IL,rent,81000.0,source verified,13.74,0.0,not_applicable,0.0,0,2014,1,10,9,48080,18382,0,0,0,0,2,6,6.0,9,0,0,3,17000,7,7,3,0,100.0,0,0,debt_consolidation,individual,16000,36,12.62,536.18,C,C1,2018-02-01,fully paid,whole,Cash,0.0,16633.2502588223,16000.0,633.25,0.0,Never Late,Large Loan,Low Risk,38.232113144758735,Medium,Good Loan,0,Middle Income,12,Short Term
sales,8,MI,own,43000.0,source verified,16.12,0.0,not_applicable,0.0,1,1998,11,20,10,140309,21978,0,0,0,1413,0,7,0.0,10,0,0,3,14400,15,8,6,3,65.0,0,0,other,individual,8000,36,11.98,265.64,B,B5,2018-03-01,current,whole,Cash,7173.35,970.63,826.65,143.98,0.0,Late (37-60 Months),Medium Loan,Low Risk,15.663998745625726,Low,Good Loan,0,Low Income,28,Short Term
